chr	start	end	target	0	strand
chr12	27958517	27969813		0	+
chr12	45852460	45905270		0	+
chr12	47865053	47879044		0	-
chr12	49032928	49033639		0	+
chr12	49051747	49052425		0	+
chr12	49090208	49094159		0	+
chr12	49091159	49094262		0	-
chr12	49285749	49324576		0	-
chr12	49949963	49962924		0	-
chr12	50112197	50165618		0	+
chr12	52285132	52315935		0	-
chr12	52514577	52519859		0	-
chr12	53935328	53939643		0	-
chr12	54276631	54345083		0	+
chr12	54283820	54285244		0	+
chr12	56042448	56044244		0	+
chr12	56162359	56190295		0	-
chr12	56300136	56315274		0	+
chr12	56348766	56349641		0	-
chr12	56877981	57098920		0	+
chr12	57233868	57234726		0	+
chr12	57460009	57464946		0	+
chr12	57763114	57765609		0	-
chr12	63623788	63795718		0	-
chr12	63808582	63822156		0	-
chr12	65308525	65464446		0	+
chr12	68266183	68793963		0	+
chr12	69136560	69354234		0	-
chr12	70344209	70354997		0	+
chr12	79341205	79503396		0	-
chr12	79789797	79798952		0	-
chr12	80444168	80445717		0	+
chr12	88055198	88059058		0	+
chr12	89425316	89497210		0	-
chr12	89524031	89603134		0	+
chr12	93773436	93850730		0	+
chr12	94308283	94312616		0	-
chr12	101594971	101692681		0	+
chr12	101646720	101664492		0	-
chr12	101743977	101749050		0	+
chr12	102063355	102083939		0	+
chr12	106495958	106774918		0	-
chr12	109594825	109597260		0	+
chr12	109733325	109773509		0	-
chr12	110910853	110914238		0	-
chr12	111447661	111451980		0	-
chr12	112482087	112486628		0	+
chr12	114677581	114680987		0	-
chr12	115961187	115962733		0	+
chr12	116008814	116019809		0	-
chr12	119178967	119194742		0	+
chr12	120888869	120980931		0	-
chr12	121195248	121788902		0	-
chr12	121856259	121874256		0	+
chr12	123244187	123261483		0	-
chr13	20066578	20086748		0	+
chr13	20223363	20232233		0	-
chr13	24884163	24886729		0	-
chr13	26337567	26400515		0	+
chr13	27621059	27623445		0	+
chr13	27829759	27921405		0	-
chr13	28014486	28023421		0	-
chr13	28659136	28678857		0	+
chr13	38047602	38350271		0	-
chr13	38349771	38363007		0	+
chr13	40796985	40921774		0	-
chr13	48233222	48261860		0	+
chr13	48286978	48303701		0	-
chr13	50862172	50910767		0	-
chr13	50909791	50943393		0	+
chr13	76989982	76992944		0	-
chr13	76952865	77129717		0	+
chr13	77817139	77908429		0	+
chr13	77919689	78619104		0	+
chr13	93801879	93858473		0	-
chr13	94574054	94596275		0	-
chr13	95433721	95603323		0	+
chr13	95787097	95792932		0	+
chr13	102657004	102678449		0	+
chr13	102851199	102856068		0	+
chr13	110434413	110484974		0	+
chr13	110456396	110463287		0	-
chr13	110502575	110508179		0	-
chr13	110615534	110635529		0	+
chr13	113128155	113130046		0	-
chr13	113147876	113154002		0	-
chr14	20474789	20477089		0	-
chr14	20476489	20477087		0	+
chr14	20685346	20799949		0	-
chr14	21384279	21391455		0	+
chr14	23306803	23326171		0	+
chr14	23412738	23435638		0	-
chr14	30876179	30889821		0	-
chr14	35401950	35404732		0	-
chr14	36473207	36519521		0	-
chr14	36519278	36523016		0	+
chr14	36661879	36677098		0	+
chr14	49619826	49623480		0	-
chr14	49777935	49785889		0	+
chr14	49784206	49795880		0	-
chr14	50912226	50913358		0	+
chr14	53152529	53201473		0	+
chr14	54844040	54902487		0	-
chr14	56633244	56648658		0	-
chr14	58634211	58648165		0	-
chr14	60639216	60727514		0	+
chr14	61715558	61751353		0	-
chr14	61740583	61748258		0	+
chr14	64422935	64448557		0	-
chr14	64440369	64442238		0	-
chr14	65082034	65101560		0	+
chr14	67677393	67690389		0	-
chr14	68879954	68880912		0	-
chr14	73958012	74015930		0	-
chr14	74289127	74294425		0	-
chr14	74494046	74495428		0	+
chr14	74552181	74560048		0	+
chr14	75004719	75008481		0	-
chr14	75814502	75847698		0	-
chr14	75970924	75971587		0	+
chr14	76473312	76726712		0	-
chr14	77024545	77069751		0	+
chr14	77708082	77717596		0	+
chr14	81107033	81170414		0	-
chr14	90402523	90405235		0	-
chr14	91308435	91338055		0	-
chr14	94430633	94464730		0	+
chr14	95133421	95158010		0	-
chr14	100191086	100249517		0	-
chr14	100202715	100240020		0	-
chr14	100239172	100239757		0	+
chr14	100333790	100354061		0	+
chr14	101948329	102039286		0	+
chr14	102036315	102066228		0	-
chr14	103562357	103590890		0	+
chr14	105527919	106874878		0	-
chr14	105582802	106592970		0	+
chr14	105601472	106810734		0	-
chr14	105769103	106422169		0	-
chr15	24978407	25419462		0	+
chr15	25371615	25438981		0	-
chr15	27483035	27541991		0	-
chr15	27986570	28016132		0	-
chr15	31002013	31042302		0	+
chr15	34336408	34340368		0	+
chr15	34755084	34814760		0	+
chr15	36641186	36669097		0	-
chr15	38501330	38508136		0	+
chr15	40729506	40731359		0	+
chr15	40812719	40814567		0	+
chr15	41283963	41508868		0	+
chr15	43015796	43036264		0	-
chr15	44711487	44718158		0	+
chr15	45041716	45058707		0	-
chr15	45410413	45421322		0	+
chr15	48134631	48136775		0	-
chr15	48289906	48331856		0	-
chr15	48783190	48787055		0	+
chr15	51037488	51293912		0	+
chr15	51377285	51385397		0	+
chr15	51414097	51498833		0	+
chr15	52124561	52140246		0	+
chr15	52179477	52209857		0	+
chr15	55340416	55355646		0	+
chr15	56087634	56096616		0	+
chr15	60479161	60630639		0	+
chr15	60666688	60687526		0	+
chr15	61834751	61934250		0	+
chr15	63042756	63071914		0	+
chr15	63675123	63713758		0	+
chr15	64151717	64157481		0	+
chr15	67165344	67181311		0	+
chr15	72278867	72351794		0	+
chr15	74339287	74343821		0	-
chr15	74365435	74371211		0	+
chr15	75368065	75400143		0	+
chr15	75422361	75451669		0	-
chr15	76216296	76283826		0	-
chr15	78618779	78620907		0	+
chr15	82647767	82692820		0	+
chr15	83179182	83439445		0	+
chr15	84634230	84654343		0	-
chr15	90790038	90790661		0	-
chr15	92882707	92901245		0	+
chr15	92942941	92946168		0	+
chr15	98645662	98651222		0	-
chr15	100569898	100602165		0	+
chr15	100849561	100887115		0	+
chr15	101043526	101086067		0	-
chr16	172892	173704		0	-
chr16	547185	553847		0	-
chr16	681436	682736		0	+
chr16	920941	934524		0	+
chr16	1317891	1369665		0	-
chr16	1430848	1440161		0	+
chr16	1450760	1453841		0	+
chr16	1580527	1610328		0	+
chr16	1771855	1772516		0	+
chr16	1984877	1990357		0	-
chr16	2091419	2096596		0	+
chr16	2119207	2120248		0	+
chr16	2268183	2281329		0	+
chr16	2757491	2758508		0	+
chr16	2768238	2771407		0	+
chr16	3564685	3588670		0	+
chr16	3551781	3583266		0	+
chr16	3601121	3609554		0	+
chr16	4801031	4802474		0	+
chr16	8766023	8766310		0	+
chr16	8779776	8781939		0	-
chr16	8892784	8895687		0	-
chr16	9763175	9763806		0	-
chr16	10864914	10888752		0	-
chr16	11549384	11586291		0	+
chr16	13928904	13935635		0	-
chr16	15703947	15724802		0	-
chr16	15721637	15734499		0	+
chr16	15741151	15741791		0	+
chr16	17134504	17138736		0	+
chr16	19061483	19067830		0	-
chr16	21402227	21837770		0	+
chr16	21915139	21995035		0	+
chr16	23194878	23213104		0	-
chr16	23412371	23416680		0	+
chr16	23410341	23414280		0	-
chr16	23452749	23469001		0	+
chr16	27441555	27445334		0	-
chr16	27447669	27453393		0	-
chr16	27650393	27718806		0	-
chr16	27747367	27750270		0	-
chr16	28482333	28487752		0	-
chr16	28868384	28879921		0	-
chr16	28885883	28925134		0	+
chr16	29709205	29834567		0	+
chr16	29808636	29821252		0	-
chr16	29814431	29816986		0	-
chr16	31180154	31191598		0	+
chr16	31181916	31184007		0	-
chr16	31428023	31438948		0	+
chr16	50783859	50803338		0	-
chr16	53373491	53453723		0	+
chr16	57245126	57253273		0	+
chr16	57450785	57452836		0	+
chr16	57639496	57653323		0	+
chr16	58001401	58013552		0	+
chr16	66549280	66551189		0	+
chr16	67423974	67431464		0	-
chr16	67842683	67843149		0	+
chr16	67943547	67944520		0	-
chr16	68644248	68646183		0	-
chr16	68812586	68823526		0	-
chr16	70986850	71093667		0	+
chr16	71564660	71583707		0	+
chr16	72665120	72822726		0	+
chr16	75473125	75495407		0	+
chr16	75472044	75495028		0	-
chr16	77234822	77325229		0	+
chr16	77433382	77446572		0	+
chr16	79013787	79212666		0	+
chr16	79207718	79229453		0	-
chr16	79599611	79620099		0	+
chr16	81053498	81087651		0	-
chr16	86564915	86567845		0	-
chr16	88708956	88710437		0	-
chr16	88718615	88720459		0	+
chr16	88731180	88741425		0	+
chr16	88741631	88742367		0	+
chr16	88809471	88811934		0	-
chr16	88856220	88861111		0	+
chr16	89113175	89115279		0	-
chr16	89555728	89557747		0	+
chr16	89560712	89563104		0	+
chr16	89898303	89923173		0	-
chr16	89923424	89934772		0	+
chr16	90019739	90047783		0	-
chr17	523140	540576		0	+
chr17	552566	553417		0	+
chr17	1621619	1671545		0	+
chr17	2040313	2043422		0	+
chr17	2593672	2643074		0	+
chr17	2680186	2682864		0	+
chr17	2671058	2673735		0	-
chr17	3650199	3660179		0	-
chr17	4904212	4934693		0	-
chr17	6657093	6693895		0	+
chr17	7581294	7584072		0	-
chr17	7674930	7687482		0	-
chr17	8013327	8016378		0	-
chr17	8172794	8224043		0	-
chr17	8234916	8237548		0	-
chr17	8512469	8520900		0	-
chr17	10521127	10523418		0	-
chr17	11874734	11885145		0	-
chr17	11953889	11977594		0	-
chr17	15260513	15265707		0	+
chr17	15977731	15999692		0	-
chr17	15652166	16046481		0	-
chr17	18172479	18184735		0	-
chr17	28402110	28404049		0	+
chr17	28405240	28407122		0	+
chr17	28732963	28743102		0	-
chr17	29390413	29495713		0	+
chr17	30576464	31093258		0	+
chr17	31090624	31095490		0	-
chr17	31133182	31331946		0	+
chr17	31232070	31273617		0	-
chr17	31937009	31976696		0	+
chr17	37609580	37689790		0	+
chr17	37741401	37748677		0	+
chr17	40088357	40093295		0	+
chr17	40850799	40975927		0	+
chr17	42314872	42323319		0	-
chr17	42498945	42521412		0	+
chr17	44070876	44094315		0	+
chr17	44198545	44227037		0	+
chr17	44557558	44559398		0	-
chr17	44908050	44911310		0	-
chr17	44911761	44915233		0	-
chr17	45991476	46024114		0	+
chr17	47301889	47325745		0	-
chr17	48931791	48937101		0	+
chr17	50081361	50089843		0	+
chr17	50158333	50166833		0	-
chr17	50171428	50181178		0	-
chr17	58006674	58026637		0	+
chr17	58317822	58324461		0	-
chr17	58324561	58415766		0	+
chr17	58692573	58695380		0	+
chr17	61034636	61070122		0	-
chr17	62600650	62606473		0	-
chr17	63193930	63354137		0	-
chr17	63391191	63431089		0	-
chr17	63381232	63414464		0	-
chr17	63600969	63608361		0	+
chr17	63711534	63714554		0	-
chr17	63872024	63917782		0	-
chr17	64477805	64484475		0	-
chr17	67944196	67959559		0	+
chr17	68413642	68493670		0	+
chr17	68512001	68522841		0	+
chr17	68591796	68763882		0	+
chr17	72021850	72237203		0	-
chr17	74300622	74309790		0	-
chr17	75271386	75275503		0	+
chr17	75521024	75525478		0	-
chr17	76726851	76733879		0	+
chr17	78117486	78121156		0	+
chr17	78137654	78138167		0	+
chr17	78484868	78503056		0	+
chr17	78991720	79009817		0	-
chr17	80058508	80071402		0	-
chr17	80209335	80212439		0	+
chr17	80335569	80415408		0	-
chr17	80466835	80474792		0	-
chr17	81239306	81241298		0	+
chr17	81509973	81512801		0	-
chr17	81809031	81811341		0	+
chr17	81860670	81870897		0	+
chr17	81867720	81869958		0	-
chr17	81904876	81906465		0	-
chr17	81932393	81937296		0	-
chr17	81927830	81933591		0	+
chr18	2688564	2833065		0	-
chr18	2666895	2694585		0	+
chr18	2948238	2960756		0	+
chr18	6954677	6957419		0	+
chr18	7076817	7080123		0	+
chr18	10704297	10709599		0	+
chr18	10794070	10795004		0	-
chr18	11813149	11860066		0	-
chr18	12308258	12329823		0	+
chr18	21380286	21451017		0	-
chr18	22157259	22171660		0	-
chr18	31101355	31175412		0	+
chr18	31327575	31426988		0	-
chr18	31542146	31556911		0	-
chr18	36156466	36174647		0	+
chr18	36777623	36781975		0	-
chr18	37273706	37276572		0	+
chr18	45669367	45747215		0	-
chr18	49021701	49048959		0	+
chr18	49116301	49126479		0	+
chr18	49487328	49491878		0	+
chr18	49488489	49492536		0	-
chr18	49814007	49851059		0	+
chr18	51030248	51047187		0	+
chr18	53480835	53568283		0	-
chr18	55403454	55546934		0	-
chr18	55452533	55482940		0	+
chr18	57630302	57738044		0	+
chr18	58672613	58752730		0	-
chr18	59696443	59707176		0	+
chr18	62102848	62186984		0	-
chr18	62255072	62574572		0	+
chr18	74253297	74291905		0	-
chr19	590277	591603		0	-
chr19	1043044	1043851		0	+
chr19	1105585	1105848		0	+
chr19	1189407	1219386		0	+
chr19	1220379	1220707		0	+
chr19	1383527	1395584		0	+
chr19	1385159	1389651		0	-
chr19	1392170	1396467		0	-
chr19	1457665	1462765		0	-
chr19	1461764	1479214		0	-
chr19	1609294	1619855		0	-
chr19	2115347	2118838		0	-
chr19	2431554	2456949		0	-
chr19	2414258	2611862		0	-
chr19	3110164	3121354		0	+
chr19	3117568	3124808		0	-
chr19	3976057	3979852		0	-
chr19	5144250	5144899		0	-
chr19	5678353	5680507		0	-
chr19	6343761	6362681		0	-
chr19	6361559	6361761		0	+
chr19	6677838	6680205		0	-
chr19	6680178	6720562		0	+
chr19	7532730	7536484		0	-
chr19	7629808	7631589		0	+
chr19	8101143	8472191		0	-
chr19	8321500	8322394		0	+
chr19	8390418	8403555		0	+
chr19	10786693	10806629		0	+
chr19	10385806	10933533		0	+
chr19	11010917	11016011		0	-
chr19	11203545	11216168		0	+
chr19	11380884	11381949		0	+
chr19	11420608	11437942		0	+
chr19	11559446	11575559		0	+
chr19	12880969	12889980		0	+
chr19	14137152	14172072		0	+
chr19	14183127	14194250		0	+
chr19	14408821	14410341		0	-
chr19	14939434	16638095		0	+
chr19	18870035	18879049		0	+
chr19	19201409	19203099		0	-
chr19	19516242	19528199		0	+
chr19	32831295	32833168		0	+
chr19	33299934	33302524		0	+
chr19	34282169	34402411		0	+
chr19	35540512	35546029		0	-
chr19	35844242	35845963		0	+
chr19	36003315	36014235		0	-
chr19	36103492	36103916		0	+
chr19	38499112	38499947		0	+
chr19	38526954	38528555		0	-
chr19	38535516	38537245		0	-
chr19	41342166	41344883		0	-
chr19	41361085	41364309		0	-
chr19	42397117	42652869		0	+
chr19	43533387	43564788		0	+
chr19	44631172	44725178		0	-
chr19	44907907	44909013		0	-
chr19	44907759	44931386		0	+
chr19	44946067	44949554		0	+
chr19	45351464	45351737		0	-
chr19	45409614	45478828		0	-
chr19	45764785	45779526		0	+
chr19	45939619	45940949		0	+
chr19	46605817	46610779		0	+
chr19	46608985	46610873		0	-
chr19	46748026	46777430		0	+
chr19	47607524	47733098		0	+
chr19	47821903	47836306		0	+
chr19	48304081	48321894		0	-
chr19	48785029	48813555		0	+
chr19	48965332	48965586		0	+
chr19	49830184	49832416		0	+
chr19	50293664	50310539		0	+
chr19	50480587	50509897		0	+
chr19	50480119	50501892		0	-
chr19	51340020	51353293		0	+
chr19	52511282	52584986		0	-
chr19	52554351	52556295		0	-
chr19	54119511	54125343		0	-
chr19	55006193	55048086		0	+
chr19	55158939	55184002		0	+
chr2	1496699	1543667		0	+
chr2	1483982	1620362		0	-
chr2	1633185	1643508		0	-
chr2	1842981	1851663		0	+
chr2	3545136	3552282		0	-
chr2	3575263	3580918		0	+
chr2	9505166	9512895		0	+
chr2	11724376	11824898		0	+
chr2	15920772	15942249		0	-
chr2	21002421	21002875		0	-
chr2	21007392	21007702		0	-
chr2	25161535	25164676		0	-
chr2	26194219	26196447		0	+
chr2	26213065	26215013		0	+
chr2	26457983	26460708		0	-
chr2	27309496	27323080		0	-
chr2	27356246	27367622		0	+
chr2	28751876	28799899		0	+
chr2	29062269	29090321		0	+
chr2	31526942	31563465		0	+
chr2	38073447	38231651		0	+
chr2	38985434	38997302		0	-
chr2	42792336	42827593		0	+
chr2	43803397	43805548		0	+
chr2	44940154	44942674		0	-
chr2	46899275	46908678		0	+
chr2	46908444	46915809		0	-
chr2	47067453	47198470		0	-
chr2	47412533	47429883		0	+
chr2	47806922	47834863		0	-
chr2	47905502	47914793		0	+
chr2	50620963	50632993		0	+
chr2	54661011	54680045		0	-
chr2	55282350	55346049		0	+
chr2	55363332	55419820		0	-
chr2	58213499	58229815		0	-
chr2	64762118	65056196		0	-
chr2	69962263	70103221		0	-
chr2	70212329	70228413		0	-
chr2	70941817	70948610		0	-
chr2	71110765	71130220		0	-
chr2	73447530	73451682		0	-
chr2	73455232	73459484		0	+
chr2	73729830	73737318		0	-
chr2	73838855	73857341		0	-
chr2	73947055	74025835		0	-
chr2	74361232	74363060		0	-
chr2	80572681	80618777		0	-
chr2	84441060	84459223		0	-
chr2	85658269	85677730		0	-
chr2	88538706	88575611		0	+
chr2	88626965	88633177		0	+
chr2	99155010	99162317		0	+
chr2	100972648	100978011		0	-
chr2	104853285	104926052		0	+
chr2	112008371	112019514		0	+
chr2	113127689	113133249		0	+
chr2	113211516	113276581		0	+
chr2	120736248	120970489		0	+
chr2	121530409	121532705		0	+
chr2	144429769	144520649		0	-
chr2	147972419	147974807		0	-
chr2	151483244	151507760		0	+
chr2	159386367	159404636		0	+
chr2	159433278	159439118		0	-
chr2	161422659	161423601		0	-
chr2	164840580	165295880		0	+
chr2	165789778	166306804		0	+
chr2	166303198	166306531		0	-
chr2	171434251	171485052		0	+
chr2	171810117	171810514		0	-
chr2	172427774	172428604		0	-
chr2	174332597	174339934		0	-
chr2	174547141	174774828		0	+
chr2	174757643	174759602		0	-
chr2	175178292	175181393		0	-
chr2	177727404	177728694		0	+
chr2	178413659	178443038		0	+
chr2	178521183	178779963		0	+
chr2	178548884	178550681		0	+
chr2	178554561	178567746		0	+
chr2	178577103	178577622		0	+
chr2	178578790	178580906		0	+
chr2	178616581	178617123		0	+
chr2	178624448	178624720		0	+
chr2	178641272	178696072		0	-
chr2	178723457	178727046		0	+
chr2	181677813	181689442		0	+
chr2	182924888	182928227		0	-
chr2	185783691	185800151		0	-
chr2	186641339	186695287		0	-
chr2	189001416	189012278		0	+
chr2	189057318	189080019		0	-
chr2	190204641	190213059		0	-
chr2	190876948	190882060		0	-
chr2	190880869	190923970		0	+
chr2	199325310	199329362		0	+
chr2	199455818	199476935		0	+
chr2	201258120	201272725		0	+
chr2	201624129	201629784		0	-
chr2	202376327	202470342		0	+
chr2	205756469	205764007		0	-
chr2	207074138	207166186		0	-
chr2	208119106	208184094		0	+
chr2	214809183	214969553		0	+
chr2	215004782	215085488		0	+
chr2	218134955	218135289		0	+
chr2	218326241	218357966		0	-
chr2	218568955	218593837		0	+
chr2	218682403	218783257		0	+
chr2	219002215	219015722		0	+
chr2	219284691	219286894		0	+
chr2	219425071	219426184		0	-
chr2	219418748	219426737		0	+
chr2	219482073	219516878		0	-
chr2	219488983	219498733		0	-
chr2	219506016	219507007		0	+
chr2	219559083	219559626		0	+
chr2	224511518	224585361		0	-
chr2	227221052	227325201		0	-
chr2	227282877	227290085		0	+
chr2	230121370	230174223		0	+
chr2	230177619	230186105		0	-
chr2	230199052	230245913		0	+
chr2	231978488	232015720		0	-
chr2	233307817	233322969		0	+
chr2	237356274	237362774		0	-
chr2	240598372	240599103		0	+
chr2	240871697	240881742		0	-
chr2	241800747	241802911		0	-
chr20	499866	543734		0	-
chr20	3082543	3084724		0	-
chr20	3190523	3204649		0	-
chr20	3209340	3223844		0	+
chr20	3917585	3923847		0	+
chr20	10021925	10368804		0	-
chr20	10218829	10307417		0	+
chr20	10404780	10434239		0	-
chr20	10645199	10646366		0	-
chr20	17969046	17970112		0	+
chr20	21126007	21162507		0	+
chr20	21148741	21218289		0	-
chr20	21142404	21166596		0	-
chr20	21229010	21232862		0	+
chr20	23047096	23048547		0	+
chr20	32358353	32428423		0	+
chr20	32976699	33002637		0	-
chr20	33786425	33812320		0	-
chr20	34369390	34438576		0	+
chr20	35476203	35490982		0	-
chr20	44339018	44402869		0	-
chr20	44981881	44995161		0	+
chr20	45892961	45894680		0	+
chr20	46118274	46142969		0	+
chr20	46726287	46734089		0	+
chr20	49032624	49046684		0	-
chr20	50929642	50951278		0	+
chr20	58811095	58850903		0	-
chr20	58889195	58900408		0	+
chr20	58910733	58911186		0	-
chr20	59877478	59892642		0	-
chr20	61926043	61936950		0	-
chr20	62836494	62840678		0	+
chr20	63422269	63427429		0	+
chr20	63695340	63696412		0	-
chr20	63895165	63939863		0	+
chr21	31624223	31660016		0	-
chr21	31659666	31668928		0	+
chr21	31693969	31719571		0	+
chr21	32283822	32308738		0	-
chr21	33137371	33283777		0	+
chr21	33323469	33335612		0	-
chr21	33384994	33414967		0	-
chr21	33432495	33439302		0	-
chr21	33559543	33578364		0	-
chr21	33642484	33774836		0	+
chr21	33797558	33811106		0	+
chr21	33903454	33915854		0	-
chr21	33907342	33909211		0	-
chr21	34449374	34459595		0	-
chr21	34887046	36004667		0	-
chr21	36430321	36532409		0	+
chr21	36937169	36980628		0	-
chr21	37065586	37069628		0	-
chr21	42496009	42499176		0	+
chr21	43773952	43776295		0	-
chr21	44331234	44335852		0	+
chr21	44506044	44516575		0	+
chr21	44517215	44525952		0	+
chr21	45403658	45406361		0	-
chr21	45506110	45509168		0	-
chr21	46116515	46120262		0	-
chr21	46220269	46225364		0	+
chr21	46228977	46259390		0	+
chr21	46251549	46254133		0	-
chr21	46440998	46445763		0	+
chr22	17102137	17103563		0	+
chr22	17592137	17628822		0	-
chr22	18075674	18078884		0	-
chr22	19461045	19566839		0	-
chr22	19961262	19968853		0	+
chr22	20036760	20065926		0	+
chr22	20058030	20070569		0	-
chr22	23765835	23767971		0	-
chr22	25876854	25903247		0	-
chr22	25896743	25904495		0	+
